img_id,correct/wrong,prediction,score(threshold:0.4240000000000003),image_objects,transcription_objects
176012,correct,parallel,0.42769090831279755,Toy	Toy	Toy	Ball	Ball	Home appliance	Person	Dessert	Dessert	Dessert	Dessert	Dessert	Drink	Drink	Drink	Drink	Drink	Drink	Drink	Drink	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Skirt	Fruit	Fruit	Insect	Invertebrate	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Telephone	Telephone	Footwear	Furniture	Furniture	Furniture	Furniture	Furniture	Moths and butterflies	Racket	Vegetable	Vegetable	Vegetable	Vegetable	Kitchen appliance	Kitchen appliance	Luggage and bags	Animal	Animal,Pen
171332,wrong,parallel,0.4064385588759433,Toy	Toy	Toy	Bird	Bird	Glove	Ball	Home appliance	Boat	Watercraft	Dessert	Dessert	Dessert	Drink	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Marine invertebrates	Insect	Invertebrate	Invertebrate	Tableware	Tableware	Vehicle	Vehicle	Weapon	Footwear	Footwear	Flower	Flower	Flower	Building	Squash	Squash	Squash	Squash	Vegetable	Vegetable	Vegetable	Vegetable	Marine mammal	Animal	Animal	Animal	Aircraft	Sandwich,Vegetable	Table
93301,correct,non_parallel,0.2650461494922638,Toy	Toy	Toy	Bird	Glove	Boat	Bear	Bear	Person	Person	Person	Person	Carnivore	Carnivore	Carnivore	Watercraft	Dessert	Hat	Office supplies	Office supplies	Office supplies	Office supplies	Personal care	Marine invertebrates	Invertebrate	Tableware	Musical instrument	Reptile	Reptile	Sculpture	Sculpture	Sculpture	Sculpture	Seafood	Trousers	Vehicle	Weapon	Weapon	Turtle	Footwear	Flower	Furniture	Fish	Shellfish	Marine mammal	Luggage and bags	Luggage and bags	Animal	Animal	Animal	Aircraft,Car
173084,correct,non_parallel,0.41158823668956757,Toy	Toy	Toy	Toy	Toy	Bird	Bird	Bird	Ball	Boat	Bear	Bear	Bear	Person	Person	Person	Person	Carnivore	Carnivore	Carnivore	Watercraft	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Hat	Hat	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Marine invertebrates	Insect	Insect	Insect	Insect	Invertebrate	Invertebrate	Invertebrate	Invertebrate	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Musical instrument	Reptile	Sculpture	Sculpture	Sculpture	Seafood	Telephone	Tree	Tree	Tree	Vehicle	Weapon	Turtle	Flower	Flower	Flower	Flower	Flower	Flower	Flower	Flower	Building	Fish	Fish	Fish	Moths and butterflies	Moths and butterflies	Squash	Squash	Vegetable	Vegetable	Shellfish	Marine mammal	Animal	Animal	Animal	Animal	Animal	Animal,Man
31410,correct,non_parallel,0.3843206837773323,Toy	Bird	Bird	Glove	Home appliance	Boat	Bear	Person	Person	Carnivore	Carnivore	Land vehicle	Watercraft	Dessert	Dessert	Hat	Office supplies	Office supplies	Personal care	Personal care	Fruit	Marine invertebrates	Insect	Invertebrate	Invertebrate	Tableware	Tableware	Musical instrument	Musical instrument	Reptile	Reptile	Reptile	Sculpture	Sculpture	Sculpture	Seafood	Telephone	Vehicle	Vehicle	Weapon	Weapon	Turtle	Footwear	Footwear	Flower	Building	Building	Fish	Fish	Moths and butterflies	Racket	Shellfish	Marine mammal	Marine mammal	Marine mammal	Luggage and bags	Animal	Animal	Animal	Animal	Aircraft	Aircraft	Helmet,Hat
17158,correct,parallel,0.46691595017910004,Toy	Bird	Ball	Home appliance	Home appliance	Boat	Person	Person	Person	Person	Person	Person	Person	Person	Traffic sign	Land vehicle	Land vehicle	Watercraft	Clock	Dessert	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Tableware	Musical instrument	Musical instrument	Musical instrument	Musical instrument	Musical instrument	Musical instrument	Reptile	Sculpture	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Vehicle	Vehicle	Vehicle	Weapon	Weapon	Footwear	Furniture	Furniture	Furniture	Furniture	Building	Racket	Marine mammal	Luggage and bags	Animal	Animal	Car	Car	Aircraft,Hat
145338,wrong,non_parallel,0.4569717397742724,Toy	Toy	Home appliance	Home appliance	Home appliance	Home appliance	Boat	Person	Person	Person	Person	Person	Person	Person	Person	Land vehicle	Land vehicle	Watercraft	Dessert	Hat	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Marine invertebrates	Invertebrate	Tableware	Tableware	Tableware	Reptile	Sculpture	Sculpture	Telephone	Tree	Tree	Vehicle	Vehicle	Furniture	Furniture	Furniture	Building	Building	Building	Building	Building	Kitchen appliance	Animal	Animal	Car	Aircraft	Aircraft,Helicopter
71002,correct,parallel,0.4732816278024732,Toy	Toy	Toy	Home appliance	Home appliance	Home appliance	Home appliance	Home appliance	Home appliance	Person	Person	Person	Person	Carnivore	Land vehicle	Land vehicle	Land vehicle	Clock	Clock	Clock	Clock	Clock	Dessert	Dessert	Drink	Plumbing fixture	Plumbing fixture	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Tableware	Tableware	Musical instrument	Musical instrument	Musical instrument	Musical instrument	Musical instrument	Reptile	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Vehicle	Vehicle	Vehicle	Weapon	Weapon	Weapon	Furniture	Furniture	Furniture	Furniture	Furniture	Building	Building	Building	Building	Building	Building	Kitchen appliance	Kitchen appliance	Kitchen appliance	Animal	Animal	Animal	Animal,Ant
4836,correct,parallel,0.42728429287672043,Toy	Toy	Toy	Boat	Bear	Bear	Carnivore	Carnivore	Land vehicle	Watercraft	Beetle	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Drink	Couch	Hat	Office supplies	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Marine invertebrates	Marine invertebrates	Insect	Invertebrate	Invertebrate	Table	Tableware	Tableware	Tableware	Tableware	Tableware	Sculpture	Seafood	Telephone	Tree	Vehicle	Furniture	Building	Building	Fish	Squash	Squash	Vegetable	Vegetable	Vegetable	Vegetable	Vegetable	Vegetable	Shellfish	Luggage and bags	Animal	Animal	Animal	Animal	Car	Sandwich	Sandwich	Sandwich	Sandwich	Sandwich	Sandwich	Sandwich	Sandwich	Sandwich,Food
51157,wrong,parallel,0.37333910167217255,Toy	Toy	Toy	Toy	Toy	Ball	Home appliance	Home appliance	Home appliance	Person	Person	Person	Person	Person	Person	Person	Person	Carnivore	Carnivore	Dessert	Dessert	Dessert	Drink	Drink	Hat	Hat	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Personal care	Fruit	Fruit	Marine invertebrates	Insect	Invertebrate	Tableware	Tableware	Tableware	Musical instrument	Musical instrument	Musical instrument	Musical instrument	Reptile	Sculpture	Sculpture	Seafood	Telephone	Telephone	Telephone	Tree	Flower	Flower	Furniture	Furniture	Furniture	Furniture	Furniture	Building	Shellfish	Kitchen appliance	Luggage and bags	Luggage and bags	Animal	Animal	Animal	Animal,Man
97756,correct,parallel,0.5091620683670044,Toy	Toy	Toy	Toy	Toy	Toy	Toy	Toy	Toy	Toy	Bear	Bear	Person	Person	Person	Person	Person	Person	Person	Person	Person	Carnivore	Carnivore	Land vehicle	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Drink	Drink	Drink	Drink	Drink	Drink	Drink	Hat	Office supplies	Office supplies	Personal care	Personal care	Fruit	Fruit	Fruit	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Reptile	Vehicle	Weapon	Flower	Animal	Animal	Animal,Drink
1355,correct,non_parallel,0.3798152655363083,Home appliance	Home appliance	Person	Person	Person	Land vehicle	Land vehicle	Land vehicle	Clock	Plumbing fixture	Musical instrument	Vehicle	Vehicle	Vehicle	Weapon	Furniture	Furniture	Car	Aircraft,Sheep
171104,wrong,parallel,0.36238309426368637,Toy	Bird	Ball	Home appliance	Bear	Person	Person	Person	Person	Carnivore	Land vehicle	Clock	Dessert	Dessert	Plumbing fixture	Office supplies	Office supplies	Skirt	Fruit	Marine invertebrates	Insect	Invertebrate	Musical instrument	Reptile	Reptile	Sculpture	Sculpture	Sculpture	Seafood	Tree	Trousers	Trousers	Vehicle	Weapon	Turtle	Footwear	Footwear	Flower	Furniture	Furniture	Building	Moths and butterflies	Vegetable	Shellfish	Animal	Animal	Car	Aircraft,Car	Tree
149683,correct,non_parallel,0.31578880548477173,Home appliance	Person	Person	Person	Person	Person	Person	Person	Traffic sign	Traffic sign	Land vehicle	Land vehicle	Land vehicle	Land vehicle	Land vehicle	Land vehicle	Clock	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Musical instrument	Telephone	Telephone	Vehicle	Vehicle	Vehicle	Vehicle	Vehicle	Vehicle	Furniture	Furniture	Furniture	Building	Building	Luggage and bags	Luggage and bags	Car	Car	Car	Car	Car	Car	Aircraft,Bee
170992,wrong,parallel,0.36771519619207105,Toy	Toy	Toy	Toy	Toy	Bird	Bird	Bird	Bird	Bird	Bird	Bird	Glove	Boat	Watercraft	Clock	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Personal care	Personal care	Fruit	Marine invertebrates	Marine invertebrates	Marine invertebrates	Marine invertebrates	Marine invertebrates	Marine invertebrates	Marine invertebrates	Marine invertebrates	Marine invertebrates	Insect	Insect	Insect	Invertebrate	Invertebrate	Invertebrate	Invertebrate	Invertebrate	Invertebrate	Invertebrate	Invertebrate	Invertebrate	Tableware	Tableware	Reptile	Reptile	Reptile	Reptile	Reptile	Reptile	Reptile	Reptile	Seafood	Seafood	Telephone	Telephone	Tree	Vehicle	Weapon	Weapon	Turtle	Turtle	Turtle	Turtle	Turtle	Turtle	Turtle	Turtle	Flower	Flower	Furniture	Fish	Fish	Fish	Fish	Fish	Fish	Fish	Fish	Fish	Fish	Fish	Moths and butterflies	Moths and butterflies	Moths and butterflies	Racket	Shellfish	Shellfish	Marine mammal	Marine mammal	Marine mammal	Marine mammal	Marine mammal	Animal	Animal	Animal	Animal	Animal	Animal	Animal	Animal	Animal	Animal	Animal	Animal	Animal	Animal	Animal,Candy	Cookie
97312,correct,parallel,0.4413871318101883,Home appliance	Home appliance	Home appliance	Person	Person	Person	Person	Land vehicle	Land vehicle	Land vehicle	Clock	Clock	Clock	Dessert	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Tableware	Tableware	Musical instrument	Musical instrument	Musical instrument	Musical instrument	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Vehicle	Vehicle	Vehicle	Weapon	Furniture	Furniture	Furniture	Furniture	Furniture	Furniture	Building	Building	Building	Building	Kitchen appliance	Kitchen appliance	Kitchen appliance	Animal	Car	Aircraft,Hat
90393,correct,parallel,0.4760905057191849,Toy	Toy	Bird	Glove	Home appliance	Home appliance	Person	Person	Person	Person	Person	Person	Person	Person	Hat	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Personal care	Insect	Invertebrate	Tableware	Musical instrument	Reptile	Sculpture	Telephone	Telephone	Telephone	Weapon	Footwear	Furniture	Furniture	Furniture	Furniture	Furniture	Furniture	Fish	Moths and butterflies	Racket	Kitchen appliance	Luggage and bags	Animal,Hat
19772,correct,parallel,0.46606784232261234,Toy	Person	Person	Person	Person	Person	Person	Person	Dessert	Plumbing fixture	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Skirt	Bed	Telephone	Trousers	Furniture	Furniture	Furniture	Furniture	Furniture	Furniture	Furniture	Building	Luggage and bags	Luggage and bags,Ant
52951,correct,parallel,0.4820444528013468,Toy	Toy	Toy	Toy	Toy	Person	Person	Person	Person	Person	Person	Carnivore	Land vehicle	Dessert	Dessert	Drink	Hat	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Personal care	Fruit	Tableware	Musical instrument	Musical instrument	Reptile	Sculpture	Telephone	Telephone	Telephone	Telephone	Tree	Vehicle	Vehicle	Weapon	Flower	Furniture	Furniture	Furniture	Building	Luggage and bags	Animal	Aircraft,Hat
72090,wrong,non_parallel,0.48822919744998217,Toy	Bird	Ball	Home appliance	Boat	Boat	Bear	Person	Person	Carnivore	Land vehicle	Watercraft	Watercraft	Clock	Clock	Dessert	Drink	Drink	Hat	Hat	Plumbing fixture	Office supplies	Office supplies	Personal care	Fruit	Fruit	Marine invertebrates	Insect	Invertebrate	Tableware	Tableware	Musical instrument	Reptile	Sculpture	Sculpture	Seafood	Telephone	Telephone	Tree	Vehicle	Vehicle	Weapon	Weapon	Turtle	Footwear	Flower	Furniture	Building	Building	Fish	Moths and butterflies	Squash	Racket	Vegetable	Shellfish	Marine mammal	Marine mammal	Kitchen appliance	Luggage and bags	Luggage and bags	Animal	Animal	Aircraft	Aircraft	Helmet,Man
177135,wrong,parallel,0.42147114872932434,Toy	Toy	Toy	Toy	Bird	Bear	Bear	Bear	Person	Person	Person	Person	Person	Person	Person	Person	Person	Carnivore	Carnivore	Carnivore	Carnivore	Hat	Hat	Hat	Office supplies	Office supplies	Office supplies	Office supplies	Personal care	Personal care	Personal care	Fruit	Marine invertebrates	Invertebrate	Tableware	Tableware	Musical instrument	Musical instrument	Reptile	Sculpture	Seafood	Weapon	Footwear	Footwear	Furniture	Building	Shellfish	Animal	Animal	Animal	Animal	Animal	Animal	Animal,Poster
94911,wrong,parallel,0.35864172875881195,Toy	Toy	Toy	Toy	Bear	Person	Person	Person	Person	Person	Person	Person	Person	Person	Person	Person	Carnivore	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Personal care	Personal care	Musical instrument	Sculpture	Sculpture	Sculpture	Sculpture	Sculpture	Telephone	Tree	Tree	Tree	Tree	Tree	Vehicle	Weapon	Furniture	Building	Building	Animal	Animal	Aircraft,Coat
120332,correct,non_parallel,0.3528339185921871,Home appliance	Home appliance	Home appliance	Boat	Person	Person	Person	Person	Person	Land vehicle	Land vehicle	Land vehicle	Land vehicle	Land vehicle	Land vehicle	Land vehicle	Land vehicle	Land vehicle	Watercraft	Personal care	Personal care	Musical instrument	Musical instrument	Musical instrument	Musical instrument	Reptile	Reptile	Trousers	Vehicle	Vehicle	Vehicle	Vehicle	Vehicle	Vehicle	Vehicle	Vehicle	Vehicle	Vehicle	Vehicle	Weapon	Weapon	Weapon	Weapon	Furniture	Furniture	Furniture	Racket	Luggage and bags	Animal	Animal	Car	Aircraft	Aircraft	Aircraft	Aircraft	Helmet,Bus	Bust
172411,correct,parallel,0.4624311588704586,Toy	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Drink	Drink	Drink	Drink	Hat	Office supplies	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Invertebrate	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Tableware	Seafood	Vegetable	Vegetable	Vegetable	Vegetable	Vegetable	Vegetable	Vegetable	Shellfish	Animal	Sandwich	Sandwich,Egg
90737,correct,parallel,0.43895753139385063,Toy	Toy	Toy	Ball	Home appliance	Home appliance	Home appliance	Boat	Bear	Person	Person	Person	Person	Carnivore	Land vehicle	Land vehicle	Watercraft	Clock	Clock	Clock	Clock	Clock	Dessert	Dessert	Dessert	Dessert	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Fruit	Marine invertebrates	Invertebrate	Tableware	Tableware	Tableware	Musical instrument	Musical instrument	Reptile	Reptile	Sculpture	Sculpture	Sculpture	Sculpture	Seafood	Telephone	Telephone	Telephone	Tree	Tree	Vehicle	Vehicle	Vehicle	Weapon	Footwear	Flower	Flower	Furniture	Furniture	Furniture	Furniture	Building	Building	Building	Shellfish	Kitchen appliance	Luggage and bags	Luggage and bags	Animal	Animal	Animal	Animal	Car	Car	Aircraft	Aircraft,Tea	Fish
32452,wrong,non_parallel,0.42725206911563873,Toy	Toy	Toy	Toy	Bird	Bird	Ball	Home appliance	Boat	Boat	Boat	Bear	Bear	Bear	Person	Person	Person	Person	Carnivore	Carnivore	Carnivore	Land vehicle	Land vehicle	Land vehicle	Watercraft	Watercraft	Watercraft	Dessert	Dessert	Hat	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Personal care	Fruit	Fruit	Marine invertebrates	Invertebrate	Tableware	Musical instrument	Musical instrument	Reptile	Reptile	Reptile	Reptile	Sculpture	Sculpture	Seafood	Telephone	Tree	Vehicle	Vehicle	Vehicle	Vehicle	Vehicle	Weapon	Weapon	Weapon	Weapon	Footwear	Flower	Flower	Furniture	Furniture	Furniture	Building	Fish	Racket	Shellfish	Marine mammal	Animal	Animal	Animal	Animal	Animal	Animal	Animal	Car	Aircraft	Aircraft	Aircraft	Aircraft	Aircraft,Hat
152882,wrong,parallel,0.40016712281399425,Toy	Toy	Bird	Bird	Bird	Glove	Glove	Glove	Glove	Glove	Ball	Boat	Person	Person	Person	Person	Person	Person	Person	Carnivore	Carnivore	Land vehicle	Watercraft	Hat	Hat	Office supplies	Office supplies	Office supplies	Marine invertebrates	Invertebrate	Musical instrument	Musical instrument	Musical instrument	Reptile	Reptile	Reptile	Sculpture	Sculpture	Sculpture	Trousers	Vehicle	Vehicle	Weapon	Weapon	Footwear	Footwear	Footwear	Racket	Racket	Racket	Marine mammal	Luggage and bags	Luggage and bags	Animal	Animal	Animal	Animal	Animal	Animal	Aircraft,Man	Woman
177123,correct,non_parallel,0.3864166587591171,Toy	Bird	Ball	Home appliance	Person	Carnivore	Land vehicle	Dessert	Dessert	Dessert	Drink	Couch	Hat	Plumbing fixture	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Skirt	Skirt	Skirt	Skirt	Fruit	Fruit	Bed	Tableware	Tableware	Tableware	Musical instrument	Sculpture	Sculpture	Telephone	Trousers	Trousers	Vehicle	Footwear	Footwear	Flower	Furniture	Furniture	Furniture	Building	Squash	Vegetable	Kitchen appliance	Luggage and bags	Luggage and bags	Luggage and bags	Luggage and bags	Luggage and bags	Luggage and bags	Animal	Animal	Car,Pen
126706,correct,parallel,0.4672076478600502,Toy	Toy	Toy	Toy	Person	Land vehicle	Dessert	Dessert	Dessert	Dessert	Dessert	Dessert	Drink	Hat	Office supplies	Office supplies	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Fruit	Tableware	Tableware	Tableware	Musical instrument	Sculpture	Telephone	Vehicle	Weapon	Footwear	Flower	Flower	Squash	Racket	Vegetable	Vegetable	Vegetable	Vegetable	Vegetable	Vegetable	Aircraft	Sandwich,Fruit
145459,wrong,parallel,0.4116377979516983,Toy	Bird	Home appliance	Boat	Person	Person	Person	Person	Person	Person	Traffic sign	Watercraft	Dessert	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Marine invertebrates	Insect	Invertebrate	Table	Musical instrument	Musical instrument	Reptile	Sculpture	Telephone	Telephone	Telephone	Telephone	Telephone	Telephone	Tree	Vehicle	Flower	Furniture	Furniture	Furniture	Furniture	Furniture	Building	Building	Building	Building	Fish	Moths and butterflies	Marine mammal	Kitchen appliance	Animal	Helmet,Tie
108816,wrong,non_parallel,0.4251870959997177,Toy	Toy	Toy	Bird	Home appliance	Boat	Bear	Person	Person	Person	Person	Carnivore	Carnivore	Land vehicle	Land vehicle	Watercraft	Dessert	Dessert	Couch	Hat	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Office supplies	Skirt	Fruit	Marine invertebrates	Marine invertebrates	Bed	Insect	Invertebrate	Invertebrate	Table	Reptile	Sculpture	Sculpture	Telephone	Tree	Tree	Tree	Vehicle	Vehicle	Flower	Flower	Flower	Furniture	Furniture	Building	Building	Moths and butterflies	Squash	Vegetable	Kitchen appliance	Animal	Animal	Sandwich,Tree
